City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
347,Bajil,YE,15.0584,43.2851,94.68,30,100,13.73,overcast clouds
348,Cervo,ES,43.6702,-7.4101,67.96,91,3,7.83,clear sky
349,Antofagasta,CL,-23.65,-70.4,58.28,74,100,3.62,overcast clouds
350,Zhuanghe,CN,39.7008,122.9911,70.63,93,62,8.55,broken clouds
351,Hamilton,US,39.1834,-84.5333,88.0,52,0,3.0,clear sky
352,Alta Floresta,BR,-9.8756,-56.0861,82.51,34,18,3.36,few clouds
353,Sitka,US,57.0531,-135.33,54.82,91,100,7.31,light rain
354,Beringovskiy,RU,63.05,179.3167,45.59,89,100,17.9,light rain
355,Polovinnoye,RU,54.7914,65.9864,64.54,81,59,6.98,broken clouds
356,Samfya,ZM,-11.3649,29.5565,57.87,61,2,8.08,clear sky
357,Sorland,NO,67.667,12.6934,53.46,88,56,8.12,broken clouds
358,Kyra,RU,49.5776,111.9753,50.72,87,100,3.22,overcast clouds
359,Constitucion,CL,-35.3333,-72.4167,49.55,80,36,2.77,scattered clouds
360,Puerto Quijarro,BO,-17.7833,-57.7667,86.23,30,19,4.23,few clouds
361,Houston,US,29.7633,-95.3633,107.19,41,0,5.01,clear sky
362,Clyde River,CA,70.4692,-68.5914,48.43,71,100,4.61,overcast clouds
363,Ca Mau,VN,9.1769,105.15,74.86,93,100,12.19,overcast clouds
364,Enterprise,US,36.0252,-115.2419,109.65,11,20,9.22,few clouds
365,Carutapera,BR,-1.195,-46.02,74.88,92,82,6.78,broken clouds
366,Grand Gaube,MU,-20.0064,57.6608,70.38,64,93,7.0,overcast clouds
367,Umm Kaddadah,SD,13.6017,26.6876,87.58,45,78,12.59,broken clouds
368,Jaitaran,IN,26.2031,73.9364,81.09,76,46,3.22,scattered clouds
369,Caorle,IT,45.5966,12.8758,75.16,63,88,8.25,overcast clouds
370,Sapernoye,RU,60.7167,29.9505,57.65,98,82,3.02,broken clouds
371,Khuzdar,PK,27.7384,66.6434,77.16,73,83,3.06,broken clouds
372,Ixtapa,MX,20.7,-105.2,89.22,74,21,5.01,few clouds
373,Surin,TH,14.8818,103.4936,77.0,99,100,7.74,heavy intensity rain
374,Nalut,LY,30.3333,10.85,79.99,36,0,20.87,clear sky
375,Viseu,PT,40.661,-7.9097,68.86,57,4,1.83,clear sky
376,Dubai,AE,25.2582,55.3047,93.45,55,0,14.97,clear sky
377,Karratha,AU,-20.7377,116.8463,63.9,26,0,7.63,clear sky
378,Saint-Augustin,CA,51.226,-58.6502,61.27,56,87,8.08,overcast clouds
379,Auray,FR,47.6703,-2.9918,72.79,60,4,12.48,clear sky
380,Srednekolymsk,RU,67.45,153.6833,68.54,42,33,15.84,scattered clouds
381,Roald,NO,62.5833,6.1333,57.16,87,75,3.44,light rain
382,Hofn,IS,64.2539,-15.2082,50.34,97,100,14.38,overcast clouds
383,Buala,SB,-8.145,159.5921,82.54,72,98,5.41,overcast clouds
384,Turayf,SA,31.6725,38.6637,79.05,47,0,13.8,clear sky
385,Ruwi,OM,23.5996,58.5507,86.45,75,99,3.53,overcast clouds
386,Geraldton,AU,-28.7667,114.6,45.01,93,17,3.44,few clouds
387,Acapulco,MX,16.8634,-99.8901,86.36,69,17,8.52,few clouds
388,Hirara,JP,24.8,125.2833,82.67,83,20,6.91,few clouds
389,Jalu,LY,29.0331,21.5482,81.59,41,0,20.11,clear sky
390,Shimanovsk,RU,52.0,127.7,66.27,70,6,5.64,clear sky
391,Sept-Iles,CA,50.2001,-66.3821,63.12,72,100,5.75,overcast clouds
392,Liberal,US,37.0431,-100.921,101.44,10,0,16.75,clear sky
393,Maues,BR,-3.3836,-57.7186,80.13,68,77,2.13,broken clouds
394,Ampanihy,MG,-24.7,44.75,63.61,59,0,6.06,clear sky
395,Mahajanga,MG,-15.7167,46.3167,69.82,64,20,8.05,few clouds
396,Perigueux,FR,45.1833,0.7167,73.08,53,0,10.38,clear sky
397,North Bend,US,43.4065,-124.2243,82.24,75,0,23.02,clear sky
398,Boueni,YT,-12.9025,45.0761,67.98,67,0,17.78,clear sky
399,Yulara,AU,-25.2406,130.9889,42.24,50,0,5.32,clear sky
400,Hatillo,PR,18.4863,-66.8254,83.79,85,93,1.99,overcast clouds
401,Scarborough,GB,54.2797,-0.4044,63.91,80,80,6.26,broken clouds
402,Toul,FR,48.6667,5.9167,64.49,59,0,5.75,clear sky
403,Pocone,BR,-16.2567,-56.6228,82.45,29,4,4.88,clear sky
404,Chicama,PE,-7.8447,-79.1469,61.34,69,55,9.19,broken clouds
405,Bonavista,CA,48.6499,-53.1147,58.86,73,85,12.24,light rain
406,Nago,JP,26.5881,127.9761,82.45,87,7,7.58,clear sky
407,Zhigansk,RU,66.7697,123.3711,59.97,60,54,10.56,broken clouds
408,Mastung,PK,29.7994,66.845,74.68,66,100,3.18,overcast clouds
409,Kosa,RU,59.9445,54.9977,63.63,91,75,2.3,broken clouds
410,Tres Barras,BR,-26.1064,-50.3222,59.0,82,66,2.89,broken clouds
411,Poum,NC,-20.2333,164.0167,77.36,82,2,11.32,clear sky
412,San Patricio,US,28.017,-97.5169,103.17,35,7,17.02,clear sky
413,Vao,NC,-22.6667,167.4833,76.33,80,45,23.67,light rain
414,Bestobe,KZ,52.4994,73.0975,69.17,75,93,10.33,overcast clouds
415,Komsomolskiy,UZ,40.4272,71.7189,74.12,40,34,4.61,scattered clouds
416,Evanston,US,42.0411,-87.6901,87.39,44,6,4.0,clear sky
417,Mutare,ZW,-18.9707,32.6709,51.67,86,3,3.13,clear sky
418,Praia Da Vitoria,PT,38.7333,-27.0667,68.25,68,75,6.53,broken clouds
419,Pacific Grove,US,36.6177,-121.9166,80.38,83,30,8.99,scattered clouds
420,Nanhai,CN,30.1282,111.7784,81.01,79,27,8.79,scattered clouds
421,Shu,KZ,43.5983,73.7614,68.5,42,69,2.28,broken clouds
422,Hoquiam,US,46.9809,-123.8893,73.44,74,99,5.01,overcast clouds
423,Vanavara,RU,60.34,102.2797,59.13,97,97,3.8,overcast clouds
424,Kahului,US,20.8947,-156.47,80.83,79,24,14.0,few clouds
425,Olga,RU,43.7444,135.2892,66.0,86,100,3.22,overcast clouds
426,Tessalit,ML,20.1986,1.0114,96.62,9,40,6.44,scattered clouds
427,Villazon,BO,-22.0866,-65.5942,50.5,12,17,10.42,few clouds
428,Youghal,IE,51.95,-7.8506,60.1,99,0,3.89,clear sky
429,Vedeno,RU,42.9703,46.095,71.15,42,17,8.16,few clouds
430,Padang,ID,-0.9492,100.3543,76.28,85,99,4.03,overcast clouds
431,Takoradi,GH,4.8845,-1.7554,75.07,85,65,8.32,broken clouds
432,Port Hardy,CA,50.6996,-127.4199,64.58,77,75,12.66,broken clouds
433,Taltal,CL,-25.4,-70.4833,58.86,63,0,2.3,clear sky
434,Codrington,AU,-38.2667,141.9667,49.23,62,100,18.43,overcast clouds
435,Nanga Eboko,CM,4.6833,12.3667,67.66,99,80,4.47,light rain
436,Sakakah,SA,29.9697,40.2064,87.37,18,0,12.26,clear sky
437,Pemangkat,ID,1.1667,108.9667,76.8,86,100,3.67,overcast clouds
438,Kedgwick,CA,47.6446,-67.3434,70.9,47,5,6.64,clear sky
439,Saint Anthony,US,45.0205,-93.218,83.14,72,81,12.91,broken clouds
440,Warri,NG,5.5167,5.75,73.45,94,100,3.87,overcast clouds
441,Weiser,US,44.251,-116.9693,91.31,22,11,10.0,few clouds
442,Hualmay,PE,-11.0964,-77.6139,64.31,79,24,12.24,few clouds
443,Niteroi,BR,-22.8833,-43.1036,76.19,75,0,11.5,clear sky
444,Qui Nhon,VN,13.7667,109.2333,77.76,84,100,4.74,moderate rain
445,Lingao,CN,19.9103,109.6859,79.68,93,62,10.54,broken clouds
446,Kasane,BW,-17.8167,25.15,57.38,59,0,6.24,clear sky
447,Mugur-Aksy,RU,50.35,90.5,46.8,74,27,3.6,scattered clouds
448,Camacha,PT,33.0833,-16.3333,65.62,83,75,20.71,broken clouds
449,Fortuna,US,40.5982,-124.1573,72.93,70,0,3.0,clear sky
450,Ponta Delgada,PT,37.7333,-25.6667,69.49,77,75,9.22,broken clouds
451,Lannion,FR,48.75,-3.4167,65.14,71,0,4.61,clear sky
452,Tyukhtet,RU,56.5389,89.3011,59.11,95,26,5.3,scattered clouds
453,Asfi,MA,32.2994,-9.2372,74.93,67,4,9.35,clear sky
454,Majene,ID,-3.5403,118.9707,78.19,87,100,10.25,overcast clouds
455,Touros,BR,-5.1989,-35.4608,76.17,82,10,14.65,clear sky
456,Namatanai,PG,-3.6667,152.4333,81.84,72,58,6.8,broken clouds
457,Madingou,CG,-4.1536,13.55,71.4,70,37,3.36,scattered clouds
458,Bilma,NE,18.6853,12.9164,92.97,26,80,9.33,broken clouds
459,Quatre Cocos,MU,-20.2078,57.7625,70.09,62,83,21.77,broken clouds
460,Mayo,US,38.8876,-76.5119,84.07,66,100,1.99,overcast clouds
461,Qaqortoq,GL,60.7167,-46.0333,44.35,83,21,4.88,few clouds
462,Innisfail,AU,-17.5333,146.0333,58.44,74,6,5.84,clear sky
463,Teknaf,BD,20.8624,92.3058,77.76,92,95,11.32,overcast clouds
464,Hereford,GB,52.0568,-2.7148,69.06,69,31,0.92,scattered clouds
465,Sinnamary,GF,5.3833,-52.95,77.25,87,58,8.41,broken clouds
466,Manzil Salim,TN,35.8567,8.4765,73.27,44,0,4.7,clear sky
467,Mildura,AU,-34.2,142.15,44.67,73,100,8.9,overcast clouds
468,Vermilion,US,40.1667,-87.7506,83.55,40,0,1.01,clear sky
469,Bilibino,RU,68.0546,166.4372,49.46,62,44,2.73,scattered clouds
470,Homer,US,59.6425,-151.5483,61.77,68,40,4.61,scattered clouds
471,Eslov,SE,55.8393,13.3039,59.27,82,52,6.89,broken clouds
472,Noumea,NC,-22.2763,166.4572,75.99,99,47,5.55,moderate rain
473,Luderitz,NA,-26.6481,15.1594,56.07,74,0,11.99,clear sky
474,Riviere-Au-Renard,CA,48.9957,-64.3971,66.49,66,63,9.1,broken clouds
475,Zyryanka,RU,65.75,150.85,73.06,45,45,6.15,scattered clouds
476,Chenzhou,CN,25.8,113.0333,76.8,93,19,4.83,few clouds
477,Krasnoarmeysk,RU,51.0239,45.6969,70.27,60,95,10.18,overcast clouds
478,Sambava,MG,-14.2667,50.1667,70.68,78,91,16.84,light rain
479,Moose Factory,CA,51.2585,-80.6094,66.2,72,100,3.44,overcast clouds
480,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,75.6,96,88,1.07,overcast clouds
481,Salalah,OM,17.0151,54.0924,76.87,96,100,11.74,light rain
482,Altus,US,34.6381,-99.334,104.07,21,0,11.5,clear sky
483,Suntar,RU,62.1444,117.6319,58.08,94,93,2.33,overcast clouds
484,Tuatapere,NZ,-46.1333,167.6833,36.1,87,76,4.59,broken clouds
485,Benghazi,LY,32.1167,20.0667,78.24,64,0,14.92,clear sky
486,Khvorostyanka,RU,52.6096,48.9597,63.97,81,61,8.46,broken clouds
487,Grindavik,IS,63.8424,-22.4338,51.75,100,100,10.36,light intensity drizzle
488,Bull Savanna,JM,17.8868,-77.5902,83.64,63,95,14.23,overcast clouds
489,Niquero,CU,20.0431,-77.5828,84.51,69,99,5.68,overcast clouds
490,Iquique,CL,-20.2208,-70.1431,62.64,81,75,5.41,broken clouds
491,Ushtobe,KZ,45.2514,77.9838,69.73,35,0,5.7,clear sky
492,Saint George,US,37.1041,-113.5841,108.63,10,0,11.5,clear sky
493,Ossora,RU,59.2353,163.0719,65.23,66,1,3.91,clear sky
494,Sao Miguel,BR,-5.4667,-35.3667,75.97,83,10,15.52,clear sky
495,Rocha,UY,-34.4833,-54.3333,66.97,86,96,4.12,overcast clouds
496,Beloha,MG,-25.1667,45.05,64.92,63,0,7.85,clear sky
497,Svetlogorsk,BY,52.6333,29.7333,55.49,92,81,6.87,broken clouds
498,Tabuk,PH,17.4189,121.4443,74.62,92,10,1.77,clear sky
499,Brae,GB,60.3964,-1.353,54.32,89,100,10.36,overcast clouds
500,Naze,JP,28.3667,129.4833,79.72,87,15,6.22,few clouds
501,Inderka,RU,53.2485,46.2582,62.37,88,48,4.92,scattered clouds
502,Ambon,ID,-3.6954,128.1814,80.74,15,40,6.91,heavy intensity rain
503,Talas,TR,38.6908,35.5538,66.87,64,75,5.75,broken clouds
504,Flinders,AU,-34.5833,150.8552,53.19,88,43,4.0,scattered clouds
505,Tura,IN,25.5198,90.2201,74.75,95,85,4.81,overcast clouds
506,Jumla,NP,29.2747,82.1838,61.65,91,97,1.99,overcast clouds
507,Townsville,AU,-19.25,146.8,50.88,82,0,0.0,clear sky
508,Balkhash,KZ,46.844,74.9804,70.43,53,11,9.82,few clouds
509,Novobirilyussy,RU,56.9514,90.6661,58.01,96,7,6.4,clear sky
510,Wajima,JP,37.4,136.9,77.2,78,100,4.68,overcast clouds
511,Port-Gentil,GA,-0.7193,8.7815,71.56,88,20,11.5,few clouds
512,Chimbote,PE,-9.0853,-78.5783,64.29,79,53,10.65,broken clouds
513,Nanakuli,US,21.3906,-158.1547,83.98,69,100,17.45,overcast clouds
514,Ucluelet,CA,48.9329,-125.5528,63.09,92,99,4.7,overcast clouds
515,Saint-Raymond,CA,45.467,-73.6095,80.98,44,75,17.27,broken clouds
516,Rundu,NA,-17.9333,19.7667,55.45,43,0,4.09,clear sky
517,Alma,CA,48.5501,-71.6491,81.61,26,55,8.05,broken clouds
518,Luorong,CN,24.4058,109.6086,78.46,89,73,1.95,broken clouds
519,Inhambane,MZ,-23.865,35.3833,67.44,75,0,11.14,clear sky
520,Ostrovnoy,RU,68.0531,39.5131,54.39,77,22,13.18,few clouds
521,Popondetta,PG,-8.7537,148.2534,78.33,73,49,2.13,scattered clouds
522,Kaya,BF,13.0917,-1.0844,88.77,47,81,6.69,broken clouds
523,Saint Stephen,GB,50.3333,-4.9,66.47,59,1,6.91,clear sky
524,Podyuga,RU,61.095,40.8647,61.84,98,99,2.89,overcast clouds
525,Acajutla,SV,13.5928,-89.8275,84.45,69,64,5.79,broken clouds
526,Merauke,ID,-8.4667,140.3333,76.46,90,97,10.09,overcast clouds
527,Hanzhong,CN,33.0728,107.0303,74.84,90,91,2.37,moderate rain
528,Hovd,MN,48.0056,91.6419,56.91,53,6,4.25,clear sky
529,Mehamn,NO,71.0357,27.8492,53.55,87,0,2.3,clear sky
530,Palimbang,PH,6.2106,124.1894,78.64,75,70,3.38,broken clouds
531,Nerchinskiy Zavod,RU,51.3088,119.61,55.54,88,77,4.27,broken clouds
532,Pangnirtung,CA,66.1451,-65.7125,51.78,60,95,4.27,overcast clouds
533,Yumen,CN,40.2833,97.2,69.73,55,77,10.13,broken clouds
534,Sibolga,ID,1.7427,98.7792,75.22,90,93,2.75,overcast clouds
535,Portland,US,45.5234,-122.6762,82.15,48,92,5.99,overcast clouds
536,Baglan,AF,36.1307,68.7083,78.35,19,0,0.81,clear sky
537,Verkhoyansk,RU,67.5447,133.385,61.36,70,100,4.36,overcast clouds
538,Belmonte,BR,-15.8631,-38.8828,72.37,76,7,7.99,clear sky
539,Yarada,IN,17.65,83.2667,79.63,81,85,18.03,overcast clouds
540,Maningrida,AU,-12.0667,134.2667,56.93,90,63,10.07,broken clouds
541,Tapikan,PH,6.8519,124.3225,70.59,85,90,1.57,overcast clouds
542,Klyuchi,RU,52.2667,79.1667,64.9,77,17,7.4,few clouds
543,Pekan,MY,3.4836,103.3996,77.11,91,100,3.74,overcast clouds
544,Mahibadhoo,MV,3.7833,72.9667,81.86,76,99,11.63,moderate rain
545,Biggar,GB,55.6167,-3.5167,62.22,94,18,4.99,few clouds
546,Faaborg,DK,55.0951,10.2423,55.4,81,90,11.83,overcast clouds
547,Ridgecrest,US,35.6225,-117.6709,106.02,7,0,7.0,clear sky
548,Lianzhou,CN,24.7811,112.3825,75.94,97,24,2.64,few clouds
549,Kuching,MY,1.55,110.3333,77.22,94,40,1.01,scattered clouds
550,Half Moon Bay,US,37.4636,-122.4286,99.54,62,0,9.22,clear sky
551,Oga,IT,46.4631,10.347,55.81,82,1,5.86,clear sky
552,Puerto Del Rosario,ES,28.5004,-13.8627,85.75,39,20,9.22,few clouds
553,Mandurah,AU,-32.55,115.7,52.11,76,19,6.73,few clouds
554,Weligama,LK,5.9667,80.4167,77.68,86,100,16.71,overcast clouds
555,Dunkirk,FR,51.05,2.3667,65.08,77,33,6.13,scattered clouds
556,Nisia Floresta,BR,-6.0911,-35.2086,76.01,84,6,10.33,clear sky
557,Pandan,PH,14.0453,124.1694,80.92,85,67,4.45,light rain
558,Huilong,CN,31.8111,121.655,81.93,96,100,9.73,overcast clouds
559,Meulaboh,ID,4.1363,96.1285,76.42,88,100,3.53,overcast clouds
560,Izhma,RU,65.0083,53.9113,61.23,61,60,3.98,broken clouds
561,Xingcheng,CN,40.6167,120.7167,71.31,77,0,1.19,clear sky
562,Praia,CV,14.9215,-23.5087,75.56,80,31,5.79,scattered clouds
563,Soe,ID,-9.8607,124.284,62.46,93,98,3.8,overcast clouds
564,Tartus,SY,34.889,35.8866,77.27,77,24,16.17,few clouds
565,Hervey Bay,AU,-25.2986,152.8535,55.9,78,2,14.2,clear sky
566,Skelleftea,SE,64.7507,20.9528,57.56,100,20,4.61,few clouds
567,Dunedin,NZ,-45.8742,170.5036,45.81,66,58,5.99,broken clouds
568,Matamoros,MX,25.5333,-103.25,97.47,14,86,12.91,overcast clouds
569,Garmsar,IR,35.2182,52.3409,89.58,18,0,7.85,clear sky
570,Walvis Bay,NA,-22.9575,14.5053,56.08,78,0,12.17,clear sky
571,Formosa Do Rio Preto,BR,-11.0483,-45.1931,73.4,43,4,4.25,clear sky
572,Maniitsoq,GL,65.4167,-52.9,41.38,88,96,15.3,overcast clouds
573,Aklavik,CA,68.2191,-135.0107,76.44,41,62,8.23,broken clouds
574,Nizhniy Tsasuchey,RU,50.5167,115.1333,57.49,67,11,7.05,few clouds
575,Roros,NO,62.5747,11.3842,44.44,87,75,1.14,broken clouds
576,Vila Franca Do Campo,PT,37.7167,-25.4333,69.19,81,25,4.81,scattered clouds
577,Hay River,CA,60.8156,-115.7999,66.24,59,98,4.81,overcast clouds
578,Khor,RU,47.8861,134.9464,70.11,88,97,6.2,overcast clouds
579,Linxia,CN,35.6003,103.2064,65.75,95,100,1.63,overcast clouds
580,Yanam,IN,16.7333,82.2167,76.8,83,100,12.93,light rain
581,Buluang,PH,13.3068,123.3425,78.69,91,92,2.06,overcast clouds
582,Lincoln,US,40.8,-96.667,94.86,59,0,10.0,clear sky
583,Barra Do Garcas,BR,-15.89,-52.2567,74.52,34,4,2.37,clear sky
584,Osoyoos,CA,49.0331,-119.4524,85.37,24,71,2.73,broken clouds
585,Yairipok,IN,24.6667,94.0667,69.12,96,34,1.32,scattered clouds
586,Dryden,CA,49.7833,-92.7503,71.53,85,97,5.99,overcast clouds
587,Loudi,CN,27.7344,111.9944,77.76,89,5,3.15,clear sky
588,Guadalupe Y Calvo,MX,26.1,-106.9667,60.96,78,99,6.51,overcast clouds
589,Kabo,CF,7.6994,18.629,72.16,87,100,1.61,light rain
590,Meridian,US,43.6121,-116.3915,88.52,25,1,11.5,clear sky
591,Kargasok,RU,59.0556,80.8572,57.29,70,53,6.69,broken clouds
592,Huarmey,PE,-10.0681,-78.1522,65.75,77,26,10.65,scattered clouds
593,Tecolutla,MX,20.4833,-97.0167,87.06,63,95,13.04,overcast clouds
594,Staritsa,RU,56.5075,34.9354,59.95,98,93,4.81,moderate rain
595,La Ronge,CA,55.1001,-105.2842,74.75,34,80,12.03,broken clouds
596,Taoudenni,ML,22.6783,-3.9836,101.89,8,2,11.59,clear sky
597,Duluth,US,46.7833,-92.1066,78.12,78,0,18.01,light rain
598,Montgomery,US,39.1501,-77.1997,83.39,58,0,4.61,clear sky
599,Svetlaya,RU,46.5389,138.3297,63.57,96,100,8.41,overcast clouds
600,Duyun,CN,26.2667,107.5167,71.35,96,74,6.08,broken clouds
601,Brive-La-Gaillarde,FR,45.25,1.5,68.27,42,0,6.38,clear sky
602,Makat,KZ,47.6469,53.3463,85.14,28,66,10.6,broken clouds
603,Highland Springs,US,37.546,-77.3278,73.22,81,100,3.44,overcast clouds
604,Palmer,US,42.1584,-72.3287,82.62,35,4,1.97,clear sky
605,Kutum,SD,14.2,24.6667,85.62,24,99,3.56,overcast clouds
606,Nanortalik,GL,60.1432,-45.2371,43.75,83,51,4.43,broken clouds
607,Shangzhi,CN,45.2167,127.9667,67.93,81,47,1.88,scattered clouds
608,Yaring,TH,6.8662,101.3689,78.84,83,100,5.95,overcast clouds
609,Westport,US,41.1415,-73.3579,82.94,43,0,1.99,clear sky
610,Basco,PH,20.4487,121.9702,83.82,75,10,12.33,clear sky
611,Verkhnevilyuysk,RU,63.4453,120.3167,58.23,92,97,3.18,overcast clouds
612,Ronne,DK,55.1009,14.7066,60.71,72,75,11.5,broken clouds
613,Udachnyy,RU,66.4167,112.4,63.0,50,100,5.79,overcast clouds
614,Xucheng,CN,20.35,110.1288,80.74,88,41,12.73,scattered clouds
615,San Vicente,AR,-26.6167,-54.1333,69.06,58,96,6.76,overcast clouds
616,Shubarshi,KZ,48.5872,57.1869,72.66,44,9,8.46,clear sky
617,Vestmanna,FO,62.1564,-7.1664,50.92,100,100,10.36,light rain
618,Eureka,US,40.8021,-124.1637,74.12,71,12,5.01,few clouds
619,Peniche,PT,39.3558,-9.3811,67.28,88,0,14.05,clear sky
620,San Borja,BO,-14.8167,-66.85,84.79,47,18,3.36,few clouds
621,Itoman,JP,26.1247,127.6694,82.42,94,20,5.75,few clouds
622,Ancud,CL,-41.8697,-73.8203,46.22,88,95,6.58,light rain
623,Jian,CN,27.1172,114.9793,78.42,86,76,5.68,broken clouds
624,Zelenoborsk,RU,61.4669,64.0333,63.99,58,65,6.38,broken clouds
625,Madison,US,34.7334,-86.5667,87.15,66,75,9.22,broken clouds
626,Qusar,AZ,41.4273,48.4289,71.76,34,0,6.71,clear sky
627,Koslan,RU,63.4564,48.8989,61.77,66,10,4.74,clear sky
628,Costa Rica,BR,-23.4167,-54.65,72.68,54,5,6.76,clear sky
629,Kribi,CM,2.95,9.9167,74.84,84,65,9.31,broken clouds
630,Bani Walid,LY,31.7566,13.9942,74.32,65,0,10.09,clear sky
631,Havoysund,NO,70.9963,24.6622,52.03,80,99,7.81,overcast clouds
632,Mizdah,LY,31.4451,12.9801,72.3,66,0,13.53,clear sky
633,Mandalgovi,MN,45.7625,106.2708,63.91,60,99,10.63,overcast clouds
634,Sefton,NZ,-43.25,172.6667,38.35,94,87,0.49,overcast clouds
635,Jeremoabo,BR,-10.075,-38.4808,67.39,90,36,8.32,scattered clouds
636,Foso,GH,5.7012,-1.2866,70.56,96,94,3.38,overcast clouds
637,Mgandu,TZ,-5.95,34.1333,58.05,60,2,9.37,clear sky
638,Ola,RU,59.5833,151.2833,70.14,80,56,4.16,broken clouds
639,Xinzhi,CN,36.4989,111.7047,75.2,77,88,2.71,overcast clouds
640,Morro Bay,US,35.3658,-120.8499,102.94,49,25,5.99,scattered clouds
641,Bandarbeyla,SO,9.4942,50.8122,75.65,78,56,30.85,broken clouds
642,Ponazyrevo,RU,58.3578,46.3142,62.87,97,71,4.74,broken clouds
643,Zermatt,CH,46.0213,7.7491,58.57,70,0,3.09,clear sky
644,Bathsheba,BB,13.2167,-59.5167,82.06,89,100,19.15,overcast clouds
645,Aden,YE,12.7794,45.0367,85.06,82,100,6.24,overcast clouds
646,Anadyr,RU,64.75,177.4833,50.5,93,75,13.42,light rain
647,Altay,CN,47.8667,88.1167,58.57,60,10,6.53,clear sky
648,Kirkuk,IQ,35.4681,44.3922,91.04,14,0,11.25,clear sky
649,Oktyabrskiy,RU,54.4815,53.471,63.32,85,24,1.92,few clouds
650,Chepareria,KE,1.3077,35.2039,60.39,94,100,3.13,moderate rain
651,Usinsk,RU,65.9939,57.5281,56.16,71,32,3.74,scattered clouds
652,Huanren,CN,41.2647,125.3667,66.07,96,76,1.9,broken clouds
653,Wencheng,CN,33.0559,113.7978,75.07,84,99,5.97,overcast clouds
654,Apatou,GF,5.155,-54.3472,74.5,97,59,3.74,broken clouds
655,Tiznit,MA,29.5833,-9.5,89.91,10,30,2.75,scattered clouds
656,Khash,IR,28.2211,61.2158,82.08,40,100,6.35,overcast clouds
657,Rexburg,US,43.826,-111.7897,87.78,20,0,19.57,clear sky
658,Hrodna,BY,53.6884,23.8258,50.94,94,32,7.16,scattered clouds
659,Piacabucu,BR,-10.4056,-36.4344,73.33,87,18,11.9,few clouds
660,Ahuimanu,US,21.4447,-157.8378,83.75,73,96,8.01,overcast clouds
661,Kangasala,FI,61.4638,24.076,59.27,74,100,5.93,overcast clouds
662,Srandakan,ID,-7.9386,110.2506,72.88,91,37,3.18,scattered clouds
663,Vila,PT,42.0304,-8.1588,66.7,65,12,1.99,few clouds
664,Campobasso,IT,41.6333,14.5833,66.81,58,0,3.0,clear sky
665,Batagay,RU,67.6333,134.6333,60.8,74,100,3.13,overcast clouds
666,Lompoc,US,34.6391,-120.4579,86.77,75,40,12.66,mist
667,San Carlos,VE,9.6612,-68.5827,79.57,91,99,1.43,light rain
668,Puerto Escondido,MX,15.85,-97.0667,86.83,62,40,5.75,scattered clouds
669,Ponezhukay,RU,44.8876,39.3855,73.29,93,74,4.79,light rain
670,Campbell River,CA,50.0163,-125.2446,69.6,62,94,5.08,overcast clouds
671,Macia,MZ,-25.0269,33.0989,63.48,59,0,6.85,clear sky
672,Omboue,GA,-1.5746,9.2618,69.53,83,25,6.42,scattered clouds
673,Kloulklubed,PW,7.0419,134.2556,83.82,70,76,5.79,broken clouds
674,Malhador,BR,-10.6578,-37.3047,66.24,95,10,5.01,clear sky
675,Mandal,IN,25.45,74.5667,81.5,74,97,4.97,overcast clouds
676,Floresta,BR,-8.6011,-38.5686,73.65,70,39,15.93,scattered clouds
677,Nuuk,GL,64.1835,-51.7216,43.88,87,2,8.01,clear sky
678,Yerbogachen,RU,61.2767,108.0108,59.13,70,17,4.23,few clouds
679,Nguru,NG,12.8791,10.4526,86.23,49,80,12.53,broken clouds
680,Evensk,RU,61.95,159.2333,62.78,60,6,4.12,clear sky
681,Fukue,JP,32.6881,128.8419,79.52,83,27,8.59,scattered clouds
682,Bataipora,BR,-22.2953,-53.2711,75.43,40,72,5.93,broken clouds
683,Marsh Harbour,BS,26.5412,-77.0636,84.43,69,48,6.51,scattered clouds
684,Aksaray,TR,38.3726,34.0254,66.2,60,9,3.78,clear sky
685,Ocean City,US,39.2776,-74.5746,75.99,72,97,5.99,overcast clouds
686,Dalnerechensk,RU,45.9339,133.7225,66.02,98,100,3.89,moderate rain
687,Tual,ID,-5.6667,132.75,79.99,81,88,21.45,overcast clouds
688,Pondicherry,IN,11.93,79.83,83.48,60,100,15.01,overcast clouds
689,Helong,CN,42.5397,128.9972,65.71,93,73,1.43,broken clouds
690,College,US,64.8569,-147.8028,72.21,82,75,0.0,broken clouds
691,Sijunjung,ID,-0.6876,100.9537,69.46,95,100,1.92,overcast clouds
692,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,74.73,95,98,0.78,overcast clouds
693,Chapais,CA,49.7834,-74.8492,67.78,74,97,17.83,overcast clouds
694,Ranong,TH,9.9658,98.6348,78.76,87,100,19.15,moderate rain
695,Acari,PE,-15.4311,-74.6158,66.25,74,83,6.87,broken clouds
696,General Roca,AR,-39.0333,-67.5833,48.61,47,100,10.42,overcast clouds
697,Loa Janan,ID,-0.583,117.095,72.82,99,94,2.42,overcast clouds
698,Payakumbuh,ID,-0.2202,100.6308,66.99,97,96,2.73,overcast clouds
699,Kaihua,CN,23.3687,104.28,64.31,98,34,3.51,scattered clouds
